460	79	32.79400868	0.792329124	48.52467131	0	12.45454546	0	0.757387488	18.11077028	0.981675434	5.118566605	488	0	2.854969764	479.5	0.404955366	126.5738336	78.21925636	479.5	0	2.385169106	0.036849769	7.825368554	2.882800003	488	0.038839312	404.3667618	0	10.62286856	71.21861627	126.5738336	5.205805397	2	0	77	19.73981321	5.256399532	11.81991115	2.816130452	488	4.6	2.608442885
240	45	21	0.620728335	17.36763768	0	14.48837209	0.226666667	0.413404392	16.1245155	1.501829256	4.535144014	300	0	1.711687881	311.5	0.617543579	54.25186148	43	311.5	0	2.047619048	0.093982699	9.00793054	3.054285718	300	0.054176842	204.0814806	0	10.41102299	100.4222074	54.25186148	3.464101615	4	0	43	14.83599156	3.01	14.03009449	1.657511039	300	3.157894737	3.123732915
44	11	9	0.340052412	4.79433306	0	8.555555556	0.380952381	0.356034085	6.32455532	1.511746896	3.428024545	42	0	1.552072008	38.5	0.673653399	11.71430465	10	38.5	0	1.111111111	0.340239373	4.038873605	1.572740441	42	0.42997603	37.70826999	0	2.985561965	41.61345439	11.71430465	1.69733685	1	0	9	4.038873605	2.142857143	19.9920547	1.122095978	42	1.571428571	2.443364803
52	9	8	0.667947453	5.606371258	0	11	0.230769231	0.24902314	9.219544457	1.209906307	4.693843006	39	0	2.033604811	38.5	0.599553178	12.81265901	15	38.5	0	1.875	0.271091341	5.153882032	2.591103542	39	0.337807208	42.24458705	0	7.928249672	83.19011932	12.81265901	2.081666	1	0	7	5.153882032	3.076923077	5.134257814	1.695797603	39	1.857142857	2.285374697
154	9	7	0.987149333	6.433949878	0	59.14285714	0.388646288	0.069886814	44.01136217	0.794645759	15.25158804	229	0	1.516846668	207	0.694975582	52.70849531	65	207	0	9.285714286	0.138055035	19.02629759	14.32001031	229	0.385050322	137.2642923	0	35.38130488	89.83189406	52.70849531	2.544151612	1	0	7	19.02629759	1.986899563	0.560494769	1.131796346	229	1.480769231	8.192245248
82	9	5.143227159	0.973953634	9.306113497	0	24.14285714	0.405405405	0.016806959	24.59674775	0.92744668	7.162651946	74	0	1.27590795	84.5	0.664906187	26.32746475	29.63448036	84.5	0	5.76184552	0.255517735	6.619101147	7.14377136	74	0.320150907	64.46386751	0	14.72052572	115.2919989	26.32746475	2.383076594	1	0	7	6.619101147	2.059687355	0.696552839	0.955757043	74	1.64	2.829050468
550	91	46.95498179	0.220072637	24.07852292	0	19.8988764	0.186328556	0.342449999	12.64911064	1.700904975	5.058124635	907	0	1.798794146	885.5	0.614788431	87.80596687	50.49746806	885.5	0	1.075444311	0.052519887	15.30582904	2.30410055	907	0.094711214	460.2893418	0	16.78753212	45.02832538	87.80596687	4.565612564	5	0	89	35.3739037	2.614231194	13.26692202	1.704082932	907	4.435483871	3.646650884
160	28	20	0.117880717	17.3548037	0	15.76923077	0.154639175	0.368473451	18.02775638	1.620598155	4.978222479	194	0	1.879921023	205	0.59493742	51.91460413	21	205	0	1.05	0.132582514	5.482046885	3.810727677	194	0.113046262	139.3902294	0	18.01347293	158.7159358	51.91460413	2.871832635	1	0	26	8.373627828	2.164948454	11.07646628	1.766874762	194	2.75862069	2.991367982
154	23	16	0.849717435	13.76228587	0	16.61904762	0	0.334258714	10.77032961	1.111828613	5.521499565	172	0	1.909011088	174.5	0.421249564	37.84262379	35	174.5	0	2.1875	0.135963623	8.098957035	2.264347978	172	0.075319481	126.99449	0	11.49524204	6.484795745	37.84262379	2.935597479	1	0	21	11.59232922	3.255813954	7.83202742	1.833691607	172	2.655172414	2.749733885
66	10	12	0.770637649	4.61349109	0	25.375	0.352380952	0.175077596	9.848857802	1.531212982	5.640734214	105	0	1.72997322	101.5	0.696879546	18.3102868	19	101.5	0	1.583333333	0.400859171	0	2.206585478	105	0.48724275	56.40734214	0	12.08239939	25.09535729	18.3102868	1.61023512	0	0	8	0	2.171428571	11.82976273	1.24273047	105	1.5	3.968857085
170	31	11.2179362	0.921932477	16.85342971	0	13.27586207	0.326633166	0.393245095	10.44030651	1.144888909	4.527571296	199	0	1.500256876	192.5	0.659862629	48.89812211	41.4951625	192.5	0	3.69900147	0.122793055	5.948861734	2.085937382	199	0.101246142	140.3547102	0	10.11620943	32.37074039	48.89812211	3.012745121	1	0	29	7.223110997	2.339146159	15.96634057	1.399010734	199	2.361111111	2.901375148
18	5	4	0.22981392	1.223689935	0	10	1	0	5.099019514	1.531149727	3.12726774	17	0	1	15	0.890760691	3.380549247	5	15	0	1.25	0.770935734	0	1.508391727	17	1	15.6363387	0	6.683312552	105.2471576	3.380549247	1.091410313	0	0	3	0	1.176470588	4.624013031	0	17	1	2.76258646
124	21	16	0.590408122	8.880150933	0	16.10526316	0.213333333	0.270432294	11.18033989	1.495218777	4.823146675	150	0	1.595998496	153	0.561039541	28.21054054	26	153	0	1.625	0.187408359	8.2515808	1.942709182	150	0.29115137	101.2860802	0	7.999307449	171.9832794	28.21054054	2.531139401	1	0	19	9.200806968	2.773333333	14.77248647	1.304847126	150	2.384615385	3.176808678
