22.92374039	0.000363478	7.274260366	0.623091957	679.5899658	0.56130429	562.9343872	1407.575758	0.000923933	19.49783862	114.7185205	27.26962486	4.21965576	0.033960242	0.025100036	0.000732382	114.9071938	3.884770684	28.7012239	0.65360738	29.81385281	562.9344482	0.513782696	29.25176871	887.2957764	30.92245155	0.022231977	25.15720998	126.1125541	0.02871573	679.5914917	605.9992795	21.37922778	0.02058899	20.58032799	126.7388329	114.7998526	7.213739292	114.7759385	20.58033371	1060.720454	29.4439593	23.67082977	462.7513123	0.018852606	19.04845238	22.92374802	0.017075956	4.123794143	19.0484829	29.81385281	462.7501221	1249.163427	803.6645508	4.027016521	23.45374697	7.083856939	0.042825952	0.045740299	25.79212116	0.031063161	980.2464763	25.15720998	803.6637573	114.6777319	0.769766927	16.64829636	8.151529378	980.2464763	7.275145154	30.19737291	0.017780824	0.019878658	3.979067234	0.0535799	7.328997345	7.352850452	0.032554239	23.67088127	0.024273518	3.855276619	0.035906386	28.7012239	7.223675222	1060.720454	605.9992795	0.000731526	4.080353835	7.312866671	0.000790079	1249.163427	23.19298626	0.702699959	0.043779903	0.482374221	0.039520118	0.538382113	0.000285182	0.024542347	25.79212116	126.6468043	4.195887038	0.000803699	4.299307934	8.353857563	3.745317799	23.78753972	24.04544597	16.64828301	887.2956543	0.015902167	0.000705624	127.0647948	0.000800397	0.000756372	126.6700398	19.49783862	0.698795319	0.606882453	1407.575758
16.81967163	0.000469739	7.486939121	0.686094028	355.0041809	0.589369521	285.0869751	917.2823041	0.000869246	16.96037539	130.7875886	25.73932126	4.127363778	0.042652283	0.038300073	0.000608122	130.8316351	3.766195576	24.60217842	0.725978965	24.01920083	285.0872498	0.616205734	26.65396319	419.3270569	27.19186197	0.031694178	20.32524145	123.5685003	0.039510537	355.0043335	458.3096976	16.95853978	0.027949808	14.61120987	125.7429614	131.8703984	7.413695677	131.0041766	14.6112175	762.9830266	26.84737052	16.22871399	246.8742981	0.023414	13.2776413	16.81965447	0.019478186	3.94251543	13.27763271	24.01920083	246.8738556	1002.244295	467.8900147	3.764966265	17.83153965	7.176399009	0.059331551	0.06918665	21.48416466	0.036445672	672.0057426	20.32524145	467.8895569	130.5287801	0.808772216	12.10138226	7.931051587	672.0057426	7.343431088	27.70982401	0.021576989	0.029221842	3.648686642	0.066659369	7.336592504	7.499000344	0.053614032	16.22870636	0.027665571	3.534965239	0.048196815	24.60217842	7.249345649	762.9830266	458.3096976	0.00077549	3.709125093	7.514348088	0.000750845	1002.244295	17.74352737	0.755506337	0.047725613	0.584838271	0.047948767	0.547296703	0.000285373	0.034672171	21.48416466	124.5361904	4.029619064	0.000842276	4.094483817	8.387966709	3.426844274	18.27526695	17.85090689	12.10147667	419.3273621	0.019793829	0.000625315	124.123444	0.000666535	0.000617243	124.7167841	16.96037539	0.742764711	0.660457969	917.2823041
0	0	4.653928604	0.566679223	0	0.294612097	0	1530.512195	0	22.09756098	0	31.78469452	3.732384779	0.022571889	0.021049654	0.008774539	0	3.310796577	44.84146342	0.621266622	28.3902439	0	0.614816565	36.02634445	0	35.07583354	0	31.69512195	118.3170732	0	0	929.3658537	0	0	0	121.8048781	0	4.541967478	0	0	1839.054878	36.80336663	0	0	0.038072576	0	0	0.02676978	3.425213254	0	28.3902439	0	3302.45122	0	0	0	0	0	0	31.75609756	0.041226552	1593.890244	31.69512195	0	0	0.73487373	0	0	1593.890244	0	42.52255718	0.019575402	0	0	0	0	4.626497622	0	0	0.042534206	0	0.008086207	44.84146342	0	1839.054878	929.3658537	0	0	4.79555791	0	3302.45122	0	0	0.019925142	0	0	0	0.002676978	0	31.75609756	116.9969512	4.139256299	0	3.559398966	5.995326655	0	0	0	0	0	0.034503272	0.010559191	110.2134146	0.011302796	0.010113028	117.652439	22.09756098	0	0	1530.512195
0	0	5.843910741	0.653716933	0	0.474110707	0	2285.013841	0	19.03448276	0	39.28528829	4.314778972	0.01951198	0.008304545	0.002818074	0	3.611673055	48.27241379	0.614617486	41.42906574	0	0.616069116	43.54910931	0	42.91142431	0	42.82352941	120.7456747	0	0	615.5655172	0	0	0	125.5482759	0	5.746366129	0	0	2102.233161	42.8429364	0	0	0.018522288	0	0	0.015386445	4.136434458	0	41.42906574	0	3149.665517	0	0	0	0	0	0	37.88255613	0.01096253	2360.207613	42.82352941	0	0	0.894747337	0	0	2360.207613	0	45.07181068	0.013406773	0	0	0	0	5.867895073	0	0	0.031605232	0	0.015021757	48.27241379	0	2102.233161	615.5655172	0	0	5.92621419	0	3149.665517	0	0	0.043714126	0	0	0	0.000853863	0	37.88255613	121.1813472	4.428963676	0	4.193477689	7.146313014	0	0	0	0	0	0.017444715	0.002981286	118.0775862	0.003281807	0.003065097	120.349481	19.03448276	0	0	2285.013841
0	0	5.672014039	0.567476932	0	0.574632646	0	4228.525926	0	48.59107807	0	44.84248096	4.227767924	0.015881763	0.024538238	0.003188349	0	4.153989901	40.35447761	0.874036392	56.65925926	0	0.232846024	38.89064652	0	47.2806906	0	21.59107807	110.8	0	0	3013.260223	0	0	0	115.8345725	0	5.802114995	0	0	2634.611524	44.07964408	0	0	0.03099736	0	0	0.017431499	3.673221563	0	56.65925926	0	2576.44403	0	0	0	0	0	0	41.81412639	0.002577962	714.0743494	21.59107807	0	0	0.500748359	0	0	714.0743494	0	43.85545842	0.013064703	0	0	0	0	5.880815255	0	0	0.019057227	0	0.025539367	40.35447761	0	2634.611524	3013.260223	0	0	5.803069327	0	2576.44403	0	0	0.010953121	0	0	0	0.000920731	0	41.81412639	117.027881	4.529161294	0	4.374968074	7.0819603	0	0	0	0	0	0.015390947	0.003004115	117.5317164	0.003233786	0.003565457	123.9702602	48.59107807	0	0	4228.525926
0	0	6.194637831	0.777072426	0	0.751542027	0	1203.740506	0	18.97118463	0	30.97921518	3.841927583	0.053284397	0.042970419	0.002211634	0	3.789237434	21.01473684	0.871235538	25.44092827	0	0.683557629	30.78879072	0	33.6116731	0	16.06751055	122.9651899	0	0	668.0426894	0	0	0	125.0085379	0	6.239408681	0	0	804.135871	31.85776179	0	0	0.03237551	0	0	0.028361219	3.645454629	0	25.44092827	0	886.1936842	0	0	0	0	0	0	20.37800687	0.04561795	456.814346	16.06751055	0	0	0.807438297	0	0	456.814346	0	31.90895469	0.024815232	0	0	0	0	6.291298033	0	0	0.028043131	0	0.063332914	21.01473684	0	804.135871	668.0426894	0	0	6.206503524	0	886.1936842	0	0	0.061331436	0	0	0	0.000770801	0	20.37800687	124.3632038	3.967550651	0	4.036419912	7.351274261	0	0	0	0	0	0.022129644	0.002014011	124.12	0.002053603	0.002183144	125.3670886	18.97118463	0	0	1203.740506
0	0	6.295557873	0.765612451	0	0.77973774	0	1818.007905	0	16.69184891	0	34.41420075	4.04788102	0.032293986	0.023232129	0.001818126	0	3.656669439	26.05748266	0.779453631	36.46640316	0	0.613116452	36.8182319	0	38.16452791	0	26.57171315	121.3478261	0	0	488.2186879	0	0	0	125.3101392	0	6.272590454	0	0	1109.981146	36.62080132	0	0	0.020785384	0	0	0.021158434	4.01924133	0	36.46640316	0	1065.514371	0	0	0	0	0	0	26.46142396	0.016628544	1064.001992	26.57171315	0	0	0.891002397	0	0	1064.001992	0	36.86520108	0.017863358	0	0	0	0	6.392625025	0	0	0.032058148	0	0.038949564	26.05748266	0	1109.981146	488.2186879	0	0	6.354778059	0	1065.514371	0	0	0.050499394	0	0	0	0.00057179	0	26.46142396	123.5440337	4.188576829	0	4.268697717	7.572233388	0	0	0	0	0	0.015708728	0.001765377	123.5986125	0.001976214	0.001944414	123.9332669	16.69184891	0	0	1818.007905
0	0	5.365287148	0.736722462	0	0.699825095	0	1511.705584	0	22.1928934	0	32.29519018	3.949973846	0.027856494	0.020825693	0.004489338	0	3.694662811	29.1010101	0.800941074	31.44162437	0	0.662836694	32.76526673	0	36.717547	0	21.98473282	123.3959391	0	0	756.213198	0	0	0	125.2944162	0	5.402833191	0	0	1081.072923	34.38273205	0	0	0.029867464	0	0	0.023211917	3.695622217	0	31.44162437	0	1284.818182	0	0	0	0	0	0	26.18642993	0.033432216	769.7302799	21.98473282	0	0	0.79842	0	0	769.7302799	0	35.48268941	0.019402645	0	0	0	0	5.480240491	0	0	0.029245794	0	0.025261727	29.1010101	0	1081.072923	756.213198	0	0	5.46066153	0	1284.818182	0	0	0.031935446	0	0	0	0.001320102	0	26.18642993	123.9365885	4.11951039	0	4.005184951	6.720644595	0	0	0	0	0	0.021721766	0.004406194	122.5808081	0.004741168	0.004862447	124.4834606	22.1928934	0	0	1511.705584
20.64642716	0.000562279	6.655402452	0.711425779	528.4873047	0.653212276	428.8797607	1199.287062	0.00157272	17.50271739	92.9966241	29.16366116	4.160769149	0.035147026	0.025596476	0.001269464	93.90957896	3.772230395	27.51445864	0.7361353	28.22237197	428.8790588	0.61831687	30.39600944	650.5993652	31.15755089	0.025587477	24.12247645	132.1839623	0.034701988	528.4869995	502.8396739	21.38150514	0.024340667	18.20391846	129.4646739	91.44338384	6.607554887	92.92424974	18.20394707	939.2238152	30.8362636	20.9676857	345.7844544	0.021047045	17.16621018	20.64641953	0.018877345	4.002255286	17.1662178	28.22237197	345.7842712	1204.326833	686.2495117	3.903086727	22.49983046	6.509647031	0.047226824	0.04695585	24.35587789	0.024420055	846.5020188	24.12247645	686.2506714	93.3304157	0.83928094	13.98089886	7.667308497	846.5020188	6.722773226	32.40865556	0.019251051	0.023959845	3.836595352	0.074191093	6.693539795	6.737768934	0.035804283	20.96770287	0.027664963	3.674532978	0.031210951	27.51445864	6.614895576	939.2238152	502.8396739	0.001373061	3.874390734	6.740927786	0.001323113	1204.326833	22.5204795	0.788555801	0.059582828	0.600334227	0.032286551	0.615889549	0.000474127	0.028856834	24.35587789	131.3545286	4.122177006	0.001460936	4.149901611	7.821487796	3.554840427	23.5121182	22.55215716	13.98089314	650.598877	0.018580946	0.001262342	132.9233356	0.001449152	0.001407484	130.8283984	17.50271739	0.759215891	0.692088485	1199.287062
0	0	5.401553262	0.875615896	0	0.951336517	0	1217.044555	0	18.36633663	0	34.3169131	3.231586107	0.041649772	0.060860948	0.004561922	0	3.524624369	12.42821159	0.929934663	29.32178218	0	0.711143559	34.00836801	0	35.08762637	0	13.77114428	120.8440594	0	0	467.6534654	0	0	0	124.6237624	0	5.45147924	0	0	558.4791537	34.59665355	0	0	0.040716814	0	0	0.048201562	3.388642407	0	29.32178218	0	229.5163728	0	0	0	0	0	0	18.5040448	0.017108495	312.7860697	13.77114428	0	0	0.895235397	0	0	312.7860697	0	34.76355298	0.027073913	0	0	0	0	5.614505312	0	0	0.034065288	0	0.065070351	12.42821159	0	558.4791537	467.6534654	0	0	5.435704002	0	229.5163728	0	0	0.024008104	0	0	0	0.001285214	0	18.5040448	123.9987554	3.800295357	0	3.969836568	6.748778434	0	0	0	0	0	0.021419469	0.003872169	125.6498741	0.004533869	0.004752358	124.9104478	18.36633663	0	0	1217.044555
